id,label_malay,label_english,type
TRT166,namun ia mungkin boleh memberikan beberapa kebaikan kepada anda. antaranya ialah: manfaat atasi marah anda melalui rage room #,,Treatment
TRT167,rasa seperti diberikan kuasa kemarahan boleh berpunca daripada rasa tidak berdaya,,Treatment
TRT168,kurang kawalan ke atas sesuatu situasi. mencari cara untuk menyalurkan kemarahan anda,,Treatment
TRT169,walaupun secara ringkas atau sementara,,Treatment
TRT170,boleh membantu anda berasa seperti menuntut semula emosi. kesannya,,Treatment
TRT171,anda mungkin berasa lebih berkuasa,,Treatment
TRT172,bersedia untuk menangani situasi itu semula. manfaat atasi marah anda melalui rage room #,,Treatment
TRT173,kebebasan untuk lepaskan marah tanpa sangkaan buruk orang lain sifat marah merupakan antara emosi yang tidak diterima ramai,,Treatment
TRT174,terutamanya di tempat-tempat awam. apatah lagi jika anda melepaskannya di tempat umum sehingga menimbulkan situasi genting atau tidak selesa kepada orang lain. oleh itu,,Treatment
TRT175,penggunaan bilik lepaskan marah seperti ini boleh menjadi satu cara atasi kemarahan yang baik tanpa sangkaan buruk orang lain. manfaat atasi marah anda melalui rage room #,,Treatment
TRT176,ruang terbaik untuk teroka emosi anda di bilik lepaskan marah,,Treatment
TRT177,anda berpeluang untuk meneroka emosi-emosi anda dengan cara yang lebih tertutup,,Treatment
TRT178,selamat. ini kerana,,Treatment
TRT179,bilik ini mempunyai sempadan untuk membantu anda menguruskan kemarahan dengan selamat. risiko yang mungkin berlaku apabila anda guna bilik lepaskan marah aktiviti memecahkan barang dalam bilik ini sememangnya boleh membantu anda menyalurkan kemarahan. namun,,Treatment
TRT180,amalan ini boleh menyebabkan tingkah laku yang kasar,,Treatment
TRT181,ganas,,Treatment
TRT182,agresif jika tidak dikawal dengan baik. kemarahan anda perlu disalurkan dengan cara yang betul. perlu diketahui,,Treatment
TRT183,bahawa penggunaan rage room sebagai cara atasi kemarahan merupakan salah satu kaedah untuk melepaskannya sahaja,,Treatment
TRT184,bukan untuk menghalangnya secara total. anda boleh memecahkan barang sesuka hati anda,,Treatment
TRT185,tetapi ia tidak dapat menyelesaikan masalah dasar yang menyebabkan kemarahan itu. cara atasi kemarahan lain yang boleh anda lakukan memasuki bilik lepaskan marah ini bukanlah satu-satunya jalan untuk anda uruskan kemarahan yang terpendam. sebenarnya,,Treatment
TRT186,ada banyak lagi cara yang lebih sihat untuk anda lakukannya. antaranya ialah: cara hilangkan kemarahan #,,Treatment
STR013,lakukan teknik relaksasi ketika anda sedang mengalami kemarahan,,Strategy
STR014,cuba lakukan teknik-teknik relaksasi seperti menarik nafas berulang kali atau melakukan senaman yoga. anda juga boleh bersenam kerana senaman boleh menenangkan otak,,Strategy
TRT187,emosi anda. cara hilangkan kemarahan #,,Treatment
TRT188,ketahui punca,,Treatment
TRT189,cara atasinya kenal pasti apakah punca atau faktor yang menyebabkan anda mudah menjadi marah. setelah itu,,Treatment
TRT190,atasi punca tersebut dengan cara yang sesuai. salurkan kemarahan yang dialami dengan kaedah yang tepat agar anda tidak begitu teringin untuk melepaskannya kepada objek atau individu lain. manusia cenderung marah ketika berada di dalam kereta. #,,Treatment
TRT191,belajar cara bersosial yang sihat dengan mempelajari kaedah bersosial yang sihat,,Treatment
TRT192,anda akan mempunyai hubungan sosial yang lebih baik dengan individu lain. dengan itu,,Treatment
TRT193,anda lebih sukar untuk berasamara atau tekanan emosi. #,,Treatment
TRT194,bijak dalam menyelesaikan masalah,,Treatment
TRT195,cara hilangkan kemarahan hal-hal seperti isu kekeluargaan atau pekerjaan sememangnya agak sukar untuk diselesaikan. namun,,Treatment
TRT196,tidak bermakna anda tidak boleh cuba untuk memperbaikinya. elakkan penglibatan emosi sewaktu mengendalikan masalah yang berlaku. lakukannya dengan tenang,,Treatment
TRT197,dapatkan pandangan daripada individu lain jika perlu. #,,Treatment
TRT198,tukar cara berfikir jika alami masalah mungkin anda perlu mengubah cara anda memandang masalah yang sedang berlaku. ingatlah,,Treatment
TRT199,sifat marah tidak akan menyelesaikan masalah yang berlaku,,Treatment
TRT200,malah boleh memburukkan lagi keadaan sehingga boleh membuatkan anda menyesal di kemudian hari,,Treatment
C060,tanda tanda tekanan emosi & sindrom itik,,Condition
C061,menyanyi,,Condition
C062,menari: benarkah aktiviti ini mampu kurangkan tekanan emosi?,,Condition
C063,rambut beruban disebabkan tekanan emosi,,Condition
C064,banyak berfikir,,Condition
C065,punca tekanan emosi anak boleh diatasi dengan 5 tip ini - hello doktor,,Condition
T094,aspek pencapaian peribadi (keputusan cemerlang,,Trigger
T095,mendapat pekerjaan yang bagus kelak). aspek sahsiah (berperangai elok,,Trigger
T096,memfokuskan kepada tatasusila anak). keputusan tersebut kemudiannya dibandingkan dengan gred peperiksaan yang dicapai,,Trigger
T097,sahsiah mereka di sekolah. ibu bapa yang menekankan konsep sahsiah dalam hidup mempunyai anak yang mencapai keputusan baik dalam peperiksaan,,Trigger
T098,tingkah laku. antara lain punca tekanan emosi,,Trigger
T099,mereka yang ditekankan dengan kejayaan akademik pula berisiko untuk alami masalah kemurungan,,Trigger
T100,keresahan,,Trigger
T101,kurang keyakinan diri,,Trigger
T102,masalah dalam pelajaran. perkara ini jelas menunjukkan bahawa punca tekanan emosi,,Trigger
T103,tekanan untuk mencapai keputusan cemerlang boleh mempengaruhi keperibadian pelajar,,Trigger
T104,keputusan akademik yang bakal dicapai oleh mereka. sudah berapa banyak berita yang dilaporkan di akhbar berkenaan dengan kes pelajar bunuh diri kerana tertekan dengan punca tekanan emosi dalam keluarga untuk capai prestasi lebih baik. secara tidak langsung,,Trigger
T105,punca tekanan emosi,,Trigger
T106,tekanan,,Trigger
T107,desakan yang diberikan seakan-akan menunjukkan ibu bapa tidak percaya akan keupayaan anak. saban tahun,,Trigger
T108,hormat orang lain,,Trigger
T109,sahsiah terpuji juga satu bentuk kejayaan yang dicapai oleh anak anda. jangan lupa untuk puji mereka sekiranya mereka cemerlang dalam aspek sahsiah hidup. ia akan membentuk atitud positif,,Trigger
T110,tekanan daripada ibu bapa boleh menjadi punca tekanan emosi kepada anak-anak untuk berusaha memperbaiki diri. perhatian! berikan ruang untuk buktikan kemampuan diri mereka. jangan lupa,,Trigger
T111,jika anak anda berjaya dalam aspek tertentu,,Trigger
T112,tidak kiralah sekecil mana pun,,Trigger
T113,pujilah mereka. [embed-health-tool-child-growth-chart],,Trigger
C066,kerja lebih masa buatkan anda burnout? ini 7 tip atasinya - hello doktor,,Condition
C067,berasa sunyi? anda boleh atasinya dengan 7 perkara ini - hello doktor,,Condition
C068,tanda tekanan emosi bagi lelaki,,Condition
C069,kelesuan kerja boleh sebabkan masalah jantung - kajian - hello doktor,,Condition
C070,argh,,Condition
C071,meletakkan pokok atas meja kerja bantu emosi,,Condition
C072,kurangkan tekanan,,Condition
C073,malas pergi kerja? atasi monday blues - hello doktor,,Condition
C074,kerja dan tekanan emosi – punca dan menanganinya - hello doktor,,Condition
T114,punca utama yang boleh mencetuskan tekanan emosi di tempat kerja adalah: budaya sesuatu organisasi pengurusan yang lemah permintaan pekerjaan tempat pekerjaan fizikal hubungan sesama pekerja kurangnya sokongan perubahan dalam polisi pengurusan konflik peraturan trauma kerja lebih masa ‘deadline’ yang melampau mikro-pengurusan kurangnya peralatan,,Trigger
T115,sumber kurangnya peluang untuk naik pangkat gangguan punca tekanan emosi berkaitan pekerjaan boleh dikategorikan kepada keupayaan individu,,Trigger
T116,faktor organisasi. keupayaan individu merujuk kepada kemahiran seseorang pekerja,,Trigger
T117,keadaan psikologikal,,Trigger
T118,kesihatan fizikal,,Trigger
T119,mekanisme penerimaan terhadap faktor organisasi seperti arahan pengurusan atau kaedah pengurusan,,Trigger
T120,budaya sesebuah organisasi,,Trigger
T121,waktu bekerja,,Trigger
T122,banyak lagi. maka,,Trigger
T123,akibat daripada tekanan emosi juga akan mempengaruhi kesihatan seseorang individu,,Trigger
T124,juga sesebuah organisasi. tanda-tanda tekanan emosi berkaitan kerja pada seseorang pekerja apabila seseorang pekerja sudah tidak tahan berdepan dengan tekanan emosi yang dihadapinya,,Trigger
T125,pekerja akan menerima kesannya secara langsung. ia akan menyusutkan kualiti kesihatan mental,,Trigger
T126,fizikal. jika ia berterusan,,Trigger
T127,ia akan menjurus kepada masalah kesihatan psikologikal seperti jiwa tidak tenteram,,Trigger
T128,kemurungan kronik,,Trigger
T129,masalah mental yang lain. selain itu,,Trigger
T130,tekanan emosi juga akan mempengaruhi keadaan fizikal badan seperti penyakit kardiovaskular,,Trigger
T131,penaykit maskularskeletal,,Trigger
T132,masalah pernafasan,,Trigger
T133,banyak lagi. justeru itu,,Trigger
T134,tanda-tanda adalah berbeza mengikut keadaan kesihatan seseorang individu. perasaan negatif,,Trigger
T135,kemurungan perasaan negatif boleh terbentuk dalam pelbagai cara. ia mungkin bersifat sementara seperti perasaan yang teruk apabila anda gagal melakukan sesuatu tugaan. kemudian ia mula membentuk kepada perasaan ragu-ragu terhadap keupayaan sendiri,,Trigger
T136,anda mula mempersoalkan kebolehan anda. masalah kecil yang berlaku boleh mengakibatkan anda berasa sangat kecewa pada diri. hilangnya keyakinan diri boleh menyebabkan kemurungan,,Trigger
T137,jiwa tidak tenteram. sifat agresif anda menjadi marah terhadap semua orang. jenaka yang anda selalu ketawakan bersama rakan-rakan sudah menjadi satu penghinaan yang anda rasakan perlu untuk melawan mereka kembali. tindakan biasa oleh rakan sekerja sudah menjadi satu penghinaan kepada anda. anda gagal mengawal kemarahan. anda cepat melatah di tempat kerja. peralihan mood yang luar biasa ada hari anda datang ke tempat pekerjaan dengan perasaan gembira,,Trigger
T138,tapi setengah jam kemudian,,Trigger
T139,anda berasa sangat kecewa,,Trigger
T140,mula menitiskan air mata. apabila anda selesai melalui mood ‘blue’ itu anda akan berasa sangat malu,,Trigger
T141,mungkin juga terlebih tidur. begitu juga habit pemakanan anda. mungkin selera anda bertambah atau berkurang dengan mendadak. penyalahgunaan bahan terlarang bagi menghadapi tekanan emosi,,Trigger
T142,anda akan menyalahgunakan alkohol atau dadah. anda juga akan mula ketagih kepada alkohol,,Trigger
T143,dadah rekreasi mahupun kedua-duanya. masalah ketepatan masa akibat daripada kurangnya motivasi atau ketakutan pada kerja,,Trigger
T144,anda akan tidak sengaja datang lewat ke tempat kerja,,Trigger
T145,kemungkinan besar anda mengalami tekanan emosi berkaitan pekerjaan. anda perlu berbicara dengan pengurus atau wakil yang mewakili kesatuan sekerja anda untuk mencari jalan penyelesaian masalah tekanan emosi tersebut. walau bagaimanapun,,Trigger
T146,simptom-simptom di atas mungkin bermaksud tekanan emosi,,Trigger
T147,ia juga bolej menjadi pengukur terhadap keadaan kesihatan. jika anda mengalami simptom di atas untuk masa yang lama,,Trigger
T148,berundinglah segera dengan pakar kesihatan anda. jika masalah anda bermula daripada keadaan kesihatan yang teruk,,Trigger
T149,dengan mengenalpasti punca masalah,,Trigger
T150,merawat kembali mood anda seperti sediakala. jika anda mengenalpasti tanda-tanda ini dalam kumpulan kerja,,Trigger
T151,sila lah berunding penyelia dengan penyelia anda. dalam pengurusan tekanan emosi,,Trigger
T152,campur tangan atau ‘early intervention’ dengan menilai perubahan dinamik dalam kumpulan pekerjaan serta mengambil langkah pro-aktif dalam menangani perubahan tingkahlaku kecil,,Trigger
T153,drastik amat diperlukan. setiap daripada kita mengalami hari yang teruk,,Trigger
T154,bagus. rakan sekerja anda mungkin nampak tidak bermaya,,Trigger
T155,goyah pada sesuatu hari,,Trigger
T156,namun tidak semestinya dia berhadapan dengan masalah tekanan emosi berkaitan pekerjaan. buatlah pertimbangan terbaik terhadap simptom yang anda lihat di tempat kerja. hello health group tidak memberikan nasihat perubatan,,Trigger
T157,diagnosis,,Trigger
T158,rawatan,,Trigger
C075,kepala botak sebab kerja lebih masa? - hello doktor,,Condition
C076,tanaman rumah sebagai 1 terapi,,Condition
TRT201,philodendron peace lily aloe vera snake plant (aka lidah mak mertua) spider plant boston fern chrysanthemums weeping fig english ivy gerbera daisy bamboo palm asparagus fern rubber plant lucky bamboo trend semasa meletakkan tanaman rumah boleh dilihat sebagai satu trend semasa yang sedang mendapat permintaan tinggi. selain berfungsi sebagai terapi tekanan emosi,,Treatment
TRT202,ia juga bertujuan sebagai hiasan untuk menambahkan seri persekitaran dalam rumah. jadi bila dalam keadaan tertekan,,Treatment
TRT203,tengok tumbuhan hijau dalam rumah,,Treatment
TRT204,dapatlah redakan hati ‘tu’. rumah berseri,,Treatment
TRT205,hati pun tak sakit. kebaikan lain yang boleh diperolehi dengan meletakkan pokok dalam rumah adalah: membantu pernafasan lebih baik menjadikan sesuatu ruang di dalam rumah lebih selesa baik untuk perkembangan mental memberikan anda kepuasan membantu melupakan tekanan yang dialami meningkatkan produktiviti diri mempercepatkan proses penyembuhan meningkatkan penjagaan terapeutik bergantung kepada kesesuaian jika anda berminat untuk meletakkan tanaman rumah,,Treatment
TRT206,perkara yang paling utama adalah untuk memastikan kesesuaian sesuatu jenis tumbuhan itu. dalam masa yang sama,,Treatment
TRT207,jangan pula meletakkan terlalu banyak tumbuhan sehingga menyesakkan keadaan di dalam rumah. tambah tekanan emosi ‘pulak’ nanti. seeloknya dalam lima hingga enam jenis tanaman hiasan. pastikan anda tidak mengabaikan aspek penjagaan,,Treatment
TRT208,penyelenggaraannya. jangan ingat letak dalam rumah,,Treatment
TRT209,tanaman tersebut ‘tak’ perlukan air pulak. anda mungkin berminat untuk membaca artikel: alahan debunga: adakah ia berbahaya? 5 cara melawan tekanan dan kekal cergas berdasarkan kajian,,Treatment
TRT210,pencemaran udara boleh jadi pembunuh senyap kehamilan kelapa: tumbuhan terkenal pelbagai guna,,Treatment
TRT211,kesan sampingannya pernahkah anda dengar mengenai ‘manusia pokok’?,,Treatment
C077,ibu baru: peranan,,Condition
C078,cara mengatasinya - hello doktor,,Condition
C079,tekanan di tempat kerja: tips mengurangkannya - hello doktor,,Condition
C080,manfaat terapi muzik yang mungkin anda tidak ketahui - hello doktor,,Condition
TRT212,memperbaiki pernafasan menjadi tekanan darah lebih rendah memperbaiki fungsi jantung memperbaiki kadar denyutan jantung memberikan kelegaan kepada otot yang tegang terapi ini dipercayai memberikan kesan signifikan terdapat keberkesanan rawatan pesakit,,Treatment
TRT213,termasuk mengurangkan kesakitan,,Treatment
TRT214,memberi ketenangan,,Treatment
TRT215,memperbaiki kadar penafasan,,Treatment
TRT216,menjadikan tahap kegelisahan pada tahap yang lebih rendah. kesan kepada mental berada di hospital,,Treatment
TRT217,khususnya kepada kanak-kanak,,Treatment
TRT218,boleh memberikan pengalaman yang menakutkan,,Treatment
TRT219,mengerikan,,Treatment
TRT220,lebih-lebih lagi melibatkan masalah kesihatan berkaitan kanser atau penyakit lain yang serius. salah satu impak berada di hospital adalah tekanan,,Treatment
TRT221,yang dengan sendiri boleh mewujudkan masalah kesihatan. antara simptom tekanan yang biasa adalah: sakit kepala kesakitan atau ketegangan otot sakit dada kelesuan gangguan pada perut masalah tidur antara kesan tekanan kepada emosi: kegelisahan kurang rehat kurang motivasi untuk fokus perasaan bercampur baur kemarahan kemurungan atau kesedihan antara kesan tekanan kepada tingkah laku: bereaksi secara berlebihan atau sebaliknya kemarahan yang melampau mengasingkan diri dari sosial manfaat terapi muzik mengurangkan kegelisahan,,Treatment
TRT222,tekanan walaupun mungkin terdapat pelbagai variasi pilihan muzik,,Treatment
TRT223,tetapi secara amnya,,Treatment
TRT224,ia memberikan kesan fisiologi langsung melalui sistem saraf autonomi. muzik berkeupayaan untuk mewujudkan response motor,,Treatment
TRT225,emosi secara langsung,,Treatment
TRT226,terutama apabila digabungkan dengan pergerakan,,Treatment
TRT227,rangsangan laluan deria yang berbeza. memperbaiki simptom autisme minat yang ditunjukkan oleh kebanyakan individu yang mengalami autisme terhadap muzik,,Treatment
TRT228,memperlihatkan perubahan dalam komunikasi nonverbal,,Treatment
TRT229,lisan melalui terapi muzik – yang kini dipercayai antara satu rawatan alternatif untuk merawat autisme. kajian menunjukkan terapi muzik yang dapat memperbaiki tingkah laku sosial,,Treatment
TRT230,tumpuan,,Treatment
TRT231,perhatian,,Treatment
TRT232,komunikasi,,Treatment
TRT233,kegelisahan,,Treatment
TRT234,tahap kewaspadaan diri pesakit autisme. memperbaiki kemurungan terapi muzik adalah antara cara untuk merawat masalah kemurungan. ia bukan sekadar membantu memperbaiki emosi,,Treatment
TRT235,tetapi dapat memperbaiki kadar denyutan,,Treatment
TRT236,pernafasan,,Treatment
TRT237,tekanan darah. mengatasi masalah penyakit alzheimer,,Treatment
TRT238,parkinson kajian menunjukkan terapi ini dapat meningkatkan fungsi kognitif,,Treatment
TRT239,kualiti hidup pesakit yang mengalami masalah kognitif,,Treatment
TRT240,termasuk parkinson,,Treatment
TRT241,alzheimer. muzik dipercayai dapat memberikan satu bentuk terapi yang menggalakkan pesakit-pesakit ini untuk membantu mereka mengatasi simptom,,Treatment
TRT242,menawarkan rangsang kepada deria mereka bersama sokongan sosial untuk sesi yang dijalankan secara berkumpulan. meningkatkan perkembangan janin ibu hamil yang sering mendedahkan muzik kepada bayi dalam kandungan menunjukkan bayi akan lebih bertindak balas terhadap muzik selepas dilahirkan. malah muzik juga dapat mempengaruhi tingkah laku positif neonatal. mengurangkan kesakitan muzik dapat merubahan anggapan tentang kesakitan individu. kajian menunjukkan,,Treatment
TRT243,pesakit pediatrik yang telah menjalani pembedahan,,Treatment
TRT244,pesakit yang mengidap penyakit kronik berkaitan masalah belakang,,Treatment
TRT245,pesakit kanser – sebagai contoh – apabila dilakukan terapi muzik,,Treatment
TRT246,dapat mengurangkan tahap kesakitan pesakit,,Treatment
C081,bagaimana muzik mempengaruhi emosi? - hello doktor,,Condition
C082,pakar psikiatri: apa yang perlu anda jangkakan jika bertemu mereka?,,Condition
C083,fikiran kosong: apakah puncanya? - hello doktor,,Condition
T159,perubahan. ada masanya anda telah berlatih,,Trigger
T160,menghafal teks ucapan anda sebaiknya,,Trigger
T161,tetapi apabila berdiri di khalayak umum,,Trigger
T162,anda secara tiba-tiba menukar pengucapan anda yang menyebabkan anda kehilangan idea,,Trigger
T163,keliru. dalam situasi peperiksaan pula,,Trigger
T164,anda mungkin diberitahu oleh rakan tentang topik yang mungkin akan keluar dalam peperiksaan,,Trigger
T165,tetapi apabila melihat kertas soalan,,Trigger
T166,tiada satu topik yang anda baca keluar dalam kertas peperiksaan,,Trigger
T167,di mana anda akan merasa gementar apabila perlu berdiri di khalayak umum untuk melakukan pengucapan atau persembahan. ia merupakan satu ketakutan,,Trigger
T168,rasa tidak berdaya membuatkan anda berisiko mengalami situasi fikiran kosong. ubatan. pengambilan ubatan tertentu atas faktor kesihatan juga boleh menjadi antara penyebab yang membuatkan anda cenderung mengalami fikiran kosong. jika anda mengalaminya setelah mengambil ubat baru,,Trigger
T169,sebaiknya anda berbincang dengan doktor untuk memastikan ia adalah kesan sampingan daripada ubatan. kurang tidur. rehat yang tidak mencukupi juga boleh menyebabkan badan anda menjadi letih,,Trigger
T170,lesu. keadaan ini sekali gus boleh mendatangkan impak kepada pemikiran anda. emosi terganggu. kesibukan dengan tugasan harian,,Trigger
T171,kerja boleh menyebabkan emosi anda terganggu. tidak menjaga kesihatan diri juga boleh menjadi punca berlakunya fikiran kosong akibat keletihan. keadaan kesihatan. masalah kesihatan yang mempunyai kaitan dengan fikiran kosong adalah termasuk,,Trigger
T172,keradangan,,Trigger
T173,keletihan,,Trigger
T174,perubahan tahap gula dalam darah. individu yang didiagnosis dengan fibromyalgia mungkin akan mengalami keletihan mental setiap hari. beberapa keadaan lain yang menyebabkan simptom fikiran kosong,,Trigger
T175,fikiran kosong adalah fenomena yang amat menjengkelkan,,Trigger
T176,mengganggu untuk menyelesaikan tugasan yang perlu dilakukan. kenapa ia berlaku? anatomi ketika berlakunya mind blank terdapat 3 bahagian utama otak yang terlibat apabila menghadapi situasi fikiran kosong: hipotalamus,,Trigger
T177,hippocampus,,Trigger
T178,prefrontal cortex (pfc). hipotalamus – penghubung antara emosi,,Trigger
T179,fizikal. ia sangat berkaitan dengan sistem endokrin,,Trigger
T180,hormon yang wujud di seluruh badan. hippocampus – pusat emosi. memainkan peranan penting dalam kedua-dua proses pembelajaran,,Trigger
T181,mengulangi atau mengingati fakta prefrontal cortex – mengawal aspek yang membeza antara manusa,,Trigger
T182,haiwan,,Trigger
T183,termasuk membuat perancangan,,Trigger
T184,keputusan,,Trigger
T185,kawalan impuls,,Trigger
T186,interaksi sosial. kognisi sejuk,,Trigger
T187,panas ketika berada dalam situasi normal,,Trigger
T188,otak berada dalam kognisi sejuk ( cold cognition) . hipotalamus berfungsi secara perlahan,,Trigger
T189,normal,,Trigger
T190,membolehkan anda menikmati muzik ketika belajar atau melakukan sebarang tugasan,,Trigger
T191,tahap hormon tekanan berada pada tahap rendah. sebaliknya,,Trigger
T192,ketika berada dalam situasi yang mengelisahkan,,Trigger
T193,berisiko atau menakutkan,,Trigger
T194,atau siatuasi yang tidak normal,,Trigger
T195,otak berada dalam kognisi panas ( hot cognition) . dalam situasi yang mendatangkan ketegangan ini,,Trigger
T196,hipotalamus mengaktifkan respons tindak balas fight-or-flight – iaitu tindak balas yang melibatkan psikologi,,Trigger
T197,sama ada untuk melawan atau mengabaikannya – yang menghasilkan kortisol,,Trigger
T198,hormon menarik lain dalam badan. hormon ini menyerang pfc,,Trigger
T199,mengganggu aktiviti neuron,,Trigger
T200,pola biasa otak. ini mengakibatkan fungsi otak untuk mengingati atau mengulangi fakta terganggu. cara merawat walaupun mengalami fikiran kosong adalah sesuatu keadaan yang tidak boleh kita jangka,,Trigger
T201,tetapi terdapat beberapa perkara yang boleh anda lakukan untuk mengelakkan situasi ini. perkara paling penting yang anda harus menghindari sebarang perkara yang boleh menyebabkan anda mengalami tekanan,,Trigger
T202,kegelisahan. cuba untuk menggunakan teknik pernafasan mendalam jika anda merasakan anda dalam keadaan tertekan,,Trigger
T203,gelisah. lakukan persiapan dengan sebaik mungkin,,Trigger
T204,sama ada tugasan anda melibatkan pengucapan di khalayak umum atau berkaitan peperiksaan. pastikan sewaktu anda melakukan persiapan itu,,Trigger
T205,anda tetap menjaga kesihatan diri,,Trigger
T206,memberikan diri rehat,,Trigger
T207,tidur yang secukupnya serta mengambil pemakanan yang sihat,,Trigger
C084,masalah mengendalikan kemarahan? fahaminya di sini- hello doktor,,Condition
C085,5 tip atasi tekanan - hello doktor,,Condition
C086,selalu marah-marah? ini ada tip mengawal kemarahan - hello doktor,,Condition
C087,bagaimana alam boleh melegakan tekanan anda - hello doktor,,Condition
C088,tip mengendalikan tekanan di rumah - hello doktor,,Condition
C089,bagaimana menangani tekanan di tempat kerja? - hello doktor,,Condition
C090,kemurungan,,Condition
C091,kecelaruan episod kemurungan major,,Condition
C092,kecelaruan keresahan,,Condition
C093,kecelaruan keresahan menyeluruh,,Condition
C094,kecelaruan panik,,Condition
C095,tekanan pasca trauma,,Condition
C096,keresahan,,Condition
C097,kurang daya tumpuan,,Condition
C098,hiperaktif,,Condition
C099,bipolar,,Condition
C100,skizofrenia,,Condition
C101,kecelaruan personaliti,,Condition
C102,kecelaruan personaliti antisosial,,Condition
C103,kecelaruan personaliti histrionik,,Condition
C104,kecelaruan personaliti pinggiran,,Condition
C105,kecelaruan identiti disosiatif,,Condition
C106,gejala somatik,,Condition
S158,gangguan ini selalu bermula pada fasa akhir perkembangan kanak-kanak. keadaan ini disifatkan oleh orang mesir purba,,Symptom
S159,kemudiannya berlaku pada tahun 1900-an sebagai histeria . nama semasanya diperkenalkan pada 2013 dalam manual diagnostik,,Symptom
S160,statistik gangguan mental edisi kelima (dsm-v),,Symptom
C107,psikoterapi,,Condition
C108,ketakutan,,Condition
C109,insomnia,,Condition
C110,keletihan,,Condition
C111,kecelaruan ingkar,,Condition
